id,absolute_y_path,absolute_x_path
Style_A/26/260,/home/ziggy/dev/openfwi_unpacked/Style_A/26/260/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/260/x.npy
Style_A/26/135,/home/ziggy/dev/openfwi_unpacked/Style_A/26/135/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/135/x.npy
Style_A/26/90,/home/ziggy/dev/openfwi_unpacked/Style_A/26/90/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/90/x.npy
Style_A/26/363,/home/ziggy/dev/openfwi_unpacked/Style_A/26/363/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/363/x.npy
Style_A/26/453,/home/ziggy/dev/openfwi_unpacked/Style_A/26/453/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/453/x.npy
Style_A/26/207,/home/ziggy/dev/openfwi_unpacked/Style_A/26/207/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/207/x.npy
Style_A/26/158,/home/ziggy/dev/openfwi_unpacked/Style_A/26/158/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/158/x.npy
Style_A/26/333,/home/ziggy/dev/openfwi_unpacked/Style_A/26/333/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/333/x.npy
Style_A/26/457,/home/ziggy/dev/openfwi_unpacked/Style_A/26/457/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/457/x.npy
Style_A/26/121,/home/ziggy/dev/openfwi_unpacked/Style_A/26/121/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/121/x.npy
Style_A/26/324,/home/ziggy/dev/openfwi_unpacked/Style_A/26/324/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/324/x.npy
Style_A/26/460,/home/ziggy/dev/openfwi_unpacked/Style_A/26/460/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/460/x.npy
Style_A/26/252,/home/ziggy/dev/openfwi_unpacked/Style_A/26/252/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/252/x.npy
Style_A/26/112,/home/ziggy/dev/openfwi_unpacked/Style_A/26/112/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/112/x.npy
Style_A/26/442,/home/ziggy/dev/openfwi_unpacked/Style_A/26/442/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/442/x.npy
Style_A/26/40,/home/ziggy/dev/openfwi_unpacked/Style_A/26/40/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/40/x.npy
Style_A/26/385,/home/ziggy/dev/openfwi_unpacked/Style_A/26/385/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/385/x.npy
Style_A/26/476,/home/ziggy/dev/openfwi_unpacked/Style_A/26/476/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/476/x.npy
Style_A/26/297,/home/ziggy/dev/openfwi_unpacked/Style_A/26/297/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/297/x.npy
Style_A/26/58,/home/ziggy/dev/openfwi_unpacked/Style_A/26/58/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/58/x.npy
Style_A/26/492,/home/ziggy/dev/openfwi_unpacked/Style_A/26/492/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/492/x.npy
Style_A/26/14,/home/ziggy/dev/openfwi_unpacked/Style_A/26/14/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/14/x.npy
Style_A/26/197,/home/ziggy/dev/openfwi_unpacked/Style_A/26/197/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/197/x.npy
Style_A/26/358,/home/ziggy/dev/openfwi_unpacked/Style_A/26/358/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/358/x.npy
Style_A/26/148,/home/ziggy/dev/openfwi_unpacked/Style_A/26/148/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/148/x.npy
Style_A/26/81,/home/ziggy/dev/openfwi_unpacked/Style_A/26/81/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/81/x.npy
Style_A/26/99,/home/ziggy/dev/openfwi_unpacked/Style_A/26/99/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/99/x.npy
Style_A/26/2,/home/ziggy/dev/openfwi_unpacked/Style_A/26/2/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/2/x.npy
Style_A/26/245,/home/ziggy/dev/openfwi_unpacked/Style_A/26/245/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/245/x.npy
Style_A/26/340,/home/ziggy/dev/openfwi_unpacked/Style_A/26/340/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/340/x.npy
Style_A/26/342,/home/ziggy/dev/openfwi_unpacked/Style_A/26/342/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/342/x.npy
Style_A/26/233,/home/ziggy/dev/openfwi_unpacked/Style_A/26/233/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/233/x.npy
Style_A/26/459,/home/ziggy/dev/openfwi_unpacked/Style_A/26/459/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/459/x.npy
Style_A/26/414,/home/ziggy/dev/openfwi_unpacked/Style_A/26/414/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/414/x.npy
Style_A/26/430,/home/ziggy/dev/openfwi_unpacked/Style_A/26/430/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/430/x.npy
Style_A/26/150,/home/ziggy/dev/openfwi_unpacked/Style_A/26/150/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/150/x.npy
Style_A/26/428,/home/ziggy/dev/openfwi_unpacked/Style_A/26/428/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/428/x.npy
Style_A/26/228,/home/ziggy/dev/openfwi_unpacked/Style_A/26/228/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/228/x.npy
Style_A/26/387,/home/ziggy/dev/openfwi_unpacked/Style_A/26/387/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/387/x.npy
Style_A/26/263,/home/ziggy/dev/openfwi_unpacked/Style_A/26/263/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/263/x.npy
Style_A/26/420,/home/ziggy/dev/openfwi_unpacked/Style_A/26/420/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/420/x.npy
Style_A/26/119,/home/ziggy/dev/openfwi_unpacked/Style_A/26/119/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/119/x.npy
Style_A/26/357,/home/ziggy/dev/openfwi_unpacked/Style_A/26/357/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/357/x.npy
Style_A/26/52,/home/ziggy/dev/openfwi_unpacked/Style_A/26/52/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/52/x.npy
Style_A/26/193,/home/ziggy/dev/openfwi_unpacked/Style_A/26/193/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/193/x.npy
Style_A/26/317,/home/ziggy/dev/openfwi_unpacked/Style_A/26/317/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/317/x.npy
Style_A/26/398,/home/ziggy/dev/openfwi_unpacked/Style_A/26/398/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/398/x.npy
Style_A/26/180,/home/ziggy/dev/openfwi_unpacked/Style_A/26/180/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/180/x.npy
Style_A/26/181,/home/ziggy/dev/openfwi_unpacked/Style_A/26/181/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/181/x.npy
Style_A/26/67,/home/ziggy/dev/openfwi_unpacked/Style_A/26/67/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/67/x.npy
Style_A/26/93,/home/ziggy/dev/openfwi_unpacked/Style_A/26/93/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/93/x.npy
Style_A/26/102,/home/ziggy/dev/openfwi_unpacked/Style_A/26/102/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/102/x.npy
Style_A/26/31,/home/ziggy/dev/openfwi_unpacked/Style_A/26/31/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/31/x.npy
Style_A/26/127,/home/ziggy/dev/openfwi_unpacked/Style_A/26/127/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/127/x.npy
Style_A/26/489,/home/ziggy/dev/openfwi_unpacked/Style_A/26/489/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/489/x.npy
Style_A/26/204,/home/ziggy/dev/openfwi_unpacked/Style_A/26/204/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/204/x.npy
Style_A/26/54,/home/ziggy/dev/openfwi_unpacked/Style_A/26/54/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/54/x.npy
Style_A/26/244,/home/ziggy/dev/openfwi_unpacked/Style_A/26/244/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/244/x.npy
Style_A/26/321,/home/ziggy/dev/openfwi_unpacked/Style_A/26/321/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/321/x.npy
Style_A/26/124,/home/ziggy/dev/openfwi_unpacked/Style_A/26/124/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/124/x.npy
Style_A/26/282,/home/ziggy/dev/openfwi_unpacked/Style_A/26/282/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/282/x.npy
Style_A/26/183,/home/ziggy/dev/openfwi_unpacked/Style_A/26/183/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/183/x.npy
Style_A/26/56,/home/ziggy/dev/openfwi_unpacked/Style_A/26/56/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/56/x.npy
Style_A/26/68,/home/ziggy/dev/openfwi_unpacked/Style_A/26/68/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/68/x.npy
Style_A/26/266,/home/ziggy/dev/openfwi_unpacked/Style_A/26/266/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/266/x.npy
Style_A/26/403,/home/ziggy/dev/openfwi_unpacked/Style_A/26/403/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/403/x.npy
Style_A/26/7,/home/ziggy/dev/openfwi_unpacked/Style_A/26/7/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/7/x.npy
Style_A/26/447,/home/ziggy/dev/openfwi_unpacked/Style_A/26/447/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/447/x.npy
Style_A/26/289,/home/ziggy/dev/openfwi_unpacked/Style_A/26/289/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/289/x.npy
Style_A/26/277,/home/ziggy/dev/openfwi_unpacked/Style_A/26/277/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/277/x.npy
Style_A/26/34,/home/ziggy/dev/openfwi_unpacked/Style_A/26/34/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/34/x.npy
Style_A/26/429,/home/ziggy/dev/openfwi_unpacked/Style_A/26/429/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/429/x.npy
Style_A/26/362,/home/ziggy/dev/openfwi_unpacked/Style_A/26/362/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/362/x.npy
Style_A/26/0,/home/ziggy/dev/openfwi_unpacked/Style_A/26/0/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/0/x.npy
Style_A/26/195,/home/ziggy/dev/openfwi_unpacked/Style_A/26/195/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/195/x.npy
Style_A/26/293,/home/ziggy/dev/openfwi_unpacked/Style_A/26/293/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/293/x.npy
Style_A/26/18,/home/ziggy/dev/openfwi_unpacked/Style_A/26/18/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/18/x.npy
Style_A/26/192,/home/ziggy/dev/openfwi_unpacked/Style_A/26/192/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/192/x.npy
Style_A/26/369,/home/ziggy/dev/openfwi_unpacked/Style_A/26/369/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/369/x.npy
Style_A/26/190,/home/ziggy/dev/openfwi_unpacked/Style_A/26/190/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/190/x.npy
Style_A/26/361,/home/ziggy/dev/openfwi_unpacked/Style_A/26/361/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/361/x.npy
Style_A/26/46,/home/ziggy/dev/openfwi_unpacked/Style_A/26/46/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/46/x.npy
Style_A/26/318,/home/ziggy/dev/openfwi_unpacked/Style_A/26/318/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/318/x.npy
Style_A/26/27,/home/ziggy/dev/openfwi_unpacked/Style_A/26/27/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/27/x.npy
Style_A/26/312,/home/ziggy/dev/openfwi_unpacked/Style_A/26/312/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/312/x.npy
Style_A/26/23,/home/ziggy/dev/openfwi_unpacked/Style_A/26/23/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/23/x.npy
Style_A/26/63,/home/ziggy/dev/openfwi_unpacked/Style_A/26/63/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/63/x.npy
Style_A/26/425,/home/ziggy/dev/openfwi_unpacked/Style_A/26/425/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/425/x.npy
Style_A/26/147,/home/ziggy/dev/openfwi_unpacked/Style_A/26/147/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/147/x.npy
Style_A/26/270,/home/ziggy/dev/openfwi_unpacked/Style_A/26/270/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/270/x.npy
Style_A/26/481,/home/ziggy/dev/openfwi_unpacked/Style_A/26/481/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/481/x.npy
Style_A/26/291,/home/ziggy/dev/openfwi_unpacked/Style_A/26/291/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/291/x.npy
Style_A/26/257,/home/ziggy/dev/openfwi_unpacked/Style_A/26/257/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/257/x.npy
Style_A/26/166,/home/ziggy/dev/openfwi_unpacked/Style_A/26/166/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/166/x.npy
Style_A/26/383,/home/ziggy/dev/openfwi_unpacked/Style_A/26/383/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/383/x.npy
Style_A/26/413,/home/ziggy/dev/openfwi_unpacked/Style_A/26/413/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/413/x.npy
Style_A/26/498,/home/ziggy/dev/openfwi_unpacked/Style_A/26/498/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/498/x.npy
Style_A/26/37,/home/ziggy/dev/openfwi_unpacked/Style_A/26/37/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/37/x.npy
Style_A/26/343,/home/ziggy/dev/openfwi_unpacked/Style_A/26/343/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/343/x.npy
Style_A/26/210,/home/ziggy/dev/openfwi_unpacked/Style_A/26/210/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/210/x.npy
Style_A/26/401,/home/ziggy/dev/openfwi_unpacked/Style_A/26/401/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/401/x.npy
Style_A/26/484,/home/ziggy/dev/openfwi_unpacked/Style_A/26/484/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/484/x.npy
Style_A/26/384,/home/ziggy/dev/openfwi_unpacked/Style_A/26/384/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/384/x.npy
Style_A/26/230,/home/ziggy/dev/openfwi_unpacked/Style_A/26/230/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/230/x.npy
Style_A/26/434,/home/ziggy/dev/openfwi_unpacked/Style_A/26/434/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/434/x.npy
Style_A/26/393,/home/ziggy/dev/openfwi_unpacked/Style_A/26/393/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/393/x.npy
Style_A/26/319,/home/ziggy/dev/openfwi_unpacked/Style_A/26/319/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/319/x.npy
Style_A/26/419,/home/ziggy/dev/openfwi_unpacked/Style_A/26/419/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/419/x.npy
Style_A/26/161,/home/ziggy/dev/openfwi_unpacked/Style_A/26/161/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/161/x.npy
Style_A/26/451,/home/ziggy/dev/openfwi_unpacked/Style_A/26/451/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/451/x.npy
Style_A/26/171,/home/ziggy/dev/openfwi_unpacked/Style_A/26/171/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/171/x.npy
Style_A/26/356,/home/ziggy/dev/openfwi_unpacked/Style_A/26/356/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/356/x.npy
Style_A/26/48,/home/ziggy/dev/openfwi_unpacked/Style_A/26/48/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/48/x.npy
Style_A/26/185,/home/ziggy/dev/openfwi_unpacked/Style_A/26/185/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/185/x.npy
Style_A/26/374,/home/ziggy/dev/openfwi_unpacked/Style_A/26/374/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/374/x.npy
Style_A/26/141,/home/ziggy/dev/openfwi_unpacked/Style_A/26/141/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/141/x.npy
Style_A/26/412,/home/ziggy/dev/openfwi_unpacked/Style_A/26/412/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/412/x.npy
Style_A/26/184,/home/ziggy/dev/openfwi_unpacked/Style_A/26/184/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/184/x.npy
Style_A/26/450,/home/ziggy/dev/openfwi_unpacked/Style_A/26/450/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/450/x.npy
Style_A/26/159,/home/ziggy/dev/openfwi_unpacked/Style_A/26/159/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/159/x.npy
Style_A/26/461,/home/ziggy/dev/openfwi_unpacked/Style_A/26/461/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/461/x.npy
Style_A/26/229,/home/ziggy/dev/openfwi_unpacked/Style_A/26/229/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/229/x.npy
Style_A/26/202,/home/ziggy/dev/openfwi_unpacked/Style_A/26/202/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/202/x.npy
Style_A/26/375,/home/ziggy/dev/openfwi_unpacked/Style_A/26/375/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/375/x.npy
Style_A/26/71,/home/ziggy/dev/openfwi_unpacked/Style_A/26/71/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/71/x.npy
Style_A/26/471,/home/ziggy/dev/openfwi_unpacked/Style_A/26/471/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/471/x.npy
Style_A/26/115,/home/ziggy/dev/openfwi_unpacked/Style_A/26/115/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/115/x.npy
Style_A/26/211,/home/ziggy/dev/openfwi_unpacked/Style_A/26/211/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/211/x.npy
Style_A/26/232,/home/ziggy/dev/openfwi_unpacked/Style_A/26/232/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/232/x.npy
Style_A/26/22,/home/ziggy/dev/openfwi_unpacked/Style_A/26/22/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/22/x.npy
Style_A/26/12,/home/ziggy/dev/openfwi_unpacked/Style_A/26/12/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/12/x.npy
Style_A/26/423,/home/ziggy/dev/openfwi_unpacked/Style_A/26/423/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/423/x.npy
Style_A/26/133,/home/ziggy/dev/openfwi_unpacked/Style_A/26/133/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/133/x.npy
Style_A/26/496,/home/ziggy/dev/openfwi_unpacked/Style_A/26/496/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/496/x.npy
Style_A/26/146,/home/ziggy/dev/openfwi_unpacked/Style_A/26/146/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/146/x.npy
Style_A/26/21,/home/ziggy/dev/openfwi_unpacked/Style_A/26/21/y.npy,/home/ziggy/dev/openfwi_unpacked/Style_A/26/21/x.npy
